#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_sintang;Sintang;Sintang;Sintang;;Sintang;;;;;;;;;x
c_sintang_adj;Sintangian;;sintanger;;;;;;;;;;;x
c_sipitang;Sipitang;Sipitang;Sipitang;;Sipitang;;;;;;;;;x
c_sipitang_adj;Sipitangian;;sipitanger;;;;;;;;;;;x
c_sitiung;Sitiung;Sitiung;Sitiung;;Sitiung;;;;;;;;;x
c_sitiung_adj;Sitiungian;;sitiunger;;;;;;;;;;;x
c_song;Song;Song;Song;;Song;;;;;;;;;x
c_song_adj;Songian;;songer;;;;;;;;;;;x
c_songai;Songai;Songai;Songai;;Songai;;;;;;;;;x
c_songai_adj;Songian;;songer;;;;;;;;;;;x
c_sri_aman;Sri Aman;Sri Aman;Sri Aman;;Sri Aman;;;;;;;;;x
c_sri_aman_adj;Sri Amanian;;Sri Amaner;;;;;;;;;;;x
c_sundergarh;Sundergarh;Sundergarh;Sundergarh;;Sundergarh;;;;;;;;;x
c_sundergarh_adj;Sundergarhian;;sundergarher;;;;;;;;;;;x
c_sungai_penuh;Sungai Penuh;Sungai Penuh;Sungai Penuh;;Sungai Penuh;;;;;;;;;x
c_sungai_penuh_adj;Sungai Penuhian;;Sungai Penuher;;;;;;;;;;;x
c_sungai_selan;Sungai Selan;Sungai Selan;Sungai Selan;;Sungai Selan;;;;;;;;;x
c_sungai_selan_adj;Sungai Selanian;;Sungai Selaner;;;;;;;;;;;x
c_surabaya;Surabaya;Surabaya;Surabaya;;Surabaya;;;;;;;;;x
c_surabaya_adj;Surabayan;;surabaer;;;;;;;;;;;x
c_taketomi;Taketomi;Taketomi;Taketomi;;Taketomi;;;;;;;;;x
c_taketomi_adj;Taketomian;;taketomer;;;;;;;;;;;x
c_talang_batu;Talang Batu;Talang Batu;Talang Batu;;Talang Batu;;;;;;;;;x
c_talang_batu_adj;Talang Batian;;Talang Bater;;;;;;;;;;;x
c_talisajan;Talisajan;Talisajan;Talisajan;;Talisajan;;;;;;;;;x
c_talisajan_adj;Talisajanian;;talisajaner;;;;;;;;;;;x
c_taman;Taman;Taman;Taman;;Taman;;;;;;;;;x
c_taman_adj;Tamanian;;tamaner;;;;;;;;;;;x
c_tanahgrogot;Tanahgrogot;Tanahgrogot;Tanahgrogot;;Tanahgrogot;;;;;;;;;x
c_tanahgrogot_adj;Tanahgrogotian;;tanahgrogoter;;;;;;;;;;;x
c_tanahkoening;Tanahkoening;Tanahkoening;Tanahkoening;;Tanahkoening;;;;;;;;;x
c_tanahkoening_adj;Tanahkoeningian;;tanahkoeninger;;;;;;;;;;;x
c_tandjoengwaringin;Tandjoengwaringin;Tandjoengwaringin;Tandjoengwaringin;;Tandjoengwaringin;;;;;;;;;x
c_tandjoengwaringin_adj;Tandjoengwaringinian;;tandjoengwaringiner;;;;;;;;;;;x
c_tanjung_balai;Tanjung Balai;Tanjung Balai;Tanjung Balai;;Tanjung Balai;;;;;;;;;x
c_tanjung_balai_adj;Tanjung Balian;;Tanjung Baler;;;;;;;;;;;x
c_tarakan;Tarakan;Tarakan;Tarakan;;Tarakan;;;;;;;;;x
c_tarakan_adj;Tarakanian;;tarakaner;;;;;;;;;;;x
c_tatau;Tatau;Tatau;Tatau;;Tatau;;;;;;;;;x
c_tatau_adj;Tatian;;tater;;;;;;;;;;;x
c_tawau;Tawau;Tawau;Tawau;;Tawau;;;;;;;;;x
c_tawau_adj;Tawian;;tawer;;;;;;;;;;;x
c_teban;Teban;Teban;Teban;;Teban;;;;;;;;;x
c_teban_adj;Tebanian;;tebaner;;;;;;;;;;;x
c_telukbatang;Telukbatang;Telukbatang;Telukbatang;;Telukbatang;;;;;;;;;x
c_telukbatang_adj;Telukbatangian;;telukbatanger;;;;;;;;;;;x
c_tembilahan;Tembilahan;Tembilahan;Tembilahan;;Tembilahan;;;;;;;;;x
c_tembilahan_adj;Tembilahanian;;tembilahaner;;;;;;;;;;;x
c_temenggor;Temenggor;Temenggor;Temenggor;;Temenggor;;;;;;;;;x
c_temenggor_adj;Temenggorian;;temenggorer;;;;;;;;;;;x
c_temerloh;Temerloh;Temerloh;Temerloh;;Temerloh;;;;;;;;;x
c_temerloh_adj;Temerlohian;;temerloher;;;;;;;;;;;x
c_tengkiduk;Tengkiduk;Tengkiduk;Tengkiduk;;Tengkiduk;;;;;;;;;x
c_tengkiduk_adj;Tengkidukian;;tengkiduker;;;;;;;;;;;x
c_terempa;Terempa;Terempa;Terempa;;Terempa;;;;;;;;;x
c_terempa_adj;Terempan;;teremper;;;;;;;;;;;x
c_terengganu;Terengganu;Terengganu;Terengganu;;Terengganu;;;;;;;;;x
c_terengganu_adj;Terengganian;;terengganer;;;;;;;;;;;x
c_tintang;Tintang;Tintang;Tintang;;Tintang;;;;;;;;;x
c_tintang_adj;Tintangian;;tintanger;;;;;;;;;;;x
c_toembang_napoei;Toembang Napoei;Toembang Napoei;Toembang Napoei;;Toembang Napoei;;;;;;;;;x
c_toembang_napoei_adj;Toembang Napian;;Toembang Naper;;;;;;;;;;;x
c_tokunoshima;Tokunoshima;Tokunoshima;Tokunoshima;;Tokunoshima;;;;;;;;;x
c_tokunoshima_adj;Tokunoshiman;;tokunoshimer;;;;;;;;;;;x
c_tsushima;Tsushima;Tsushima;Tsushima;;Tsushima;;;;;;;;;x
c_tsushima_adj;Tsushiman;;tsushimer;;;;;;;;;;;x
c_tuaran;Tuaran;Tuaran;Tuaran;;Tuaran;;;;;;;;;x
c_tuaran_adj;Tuaranian;;tuaraner;;;;;;;;;;;x
c_tuban;Tuban;Tuban;Tuban;;Tuban;;;;;;;;;x
c_tuban_adj;Tubanian;;tubaner;;;;;;;;;;;x
c_tukas;Tukas;Tukas;Tukas;;Tukas;;;;;;;;;x
c_tukas_adj;Tukasian;;tukaser;;;;;;;;;;;x
c_ukit_ukit;Ukit Ukit;Ukit Ukit;Ukit Ukit;;Ukit Ukit;;;;;;;;;x
c_ukit_ukit_adj;Ukit Ukitian;;Ukit Ukiter;;;;;;;;;;;x
c_ulleung;Ulleung;Ulleung;Ulleung;;Ulleung;;;;;;;;;x
c_ulleung_adj;Ulleungian;;ulleunger;;;;;;;;;;;x
c_zamami;Zamami;Zamami;Zamami;;Zamami;;;;;;;;;x
c_zamami_adj;Zamamian;;zamamer;;;;;;;;;;;x
