#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_alaminos;Alaminos;Alaminos;Alaminos;;Alaminos;;;;;;;;;x
b_lulw_66;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_66_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_67;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_67_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_68;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_68_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_69;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_69_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_7;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_7_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_70;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_70_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_71;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_71_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_72;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_72_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_73;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_73_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_74;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_74_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_75;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_75_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_76;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_76_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_77;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_77_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_78;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_78_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_79;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_79_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_8;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_8_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_80;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_80_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_81;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_81_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_82;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_82_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_83;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_83_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_84;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_84_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_85;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_85_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_86;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_86_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_87;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_87_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_88;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_88_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_89;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_89_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_9;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_9_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_90;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_90_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_91;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_91_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_92;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_92_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_93;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_93_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_94;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_94_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_95;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_95_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_96;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_96_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_97;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_97_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_98;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_98_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_99;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_99_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_luzon;Luzon;Luzon;Luzon;;Luzon;;;;;;;;;x
b_luzon_adj;Luzonian;;luzoner;;;;;;;;;;;x
b_magsidel;Magsidel;Magsidel;Magsidel;;Magsidel;;;;;;;;;x
b_magsidel_adj;Magsidelian;;magsideler;;;;;;;;;;;x
b_mahatao;Mahatao;Mahatao;Mahatao;;Mahatao;;;;;;;;;x
b_mahatao_adj;Mahatian;;mahater;;;;;;;;;;;x
b_manila;Manila;Manila;Manila;;Manila;;;;;;;;;x
b_manila_adj;Manilan;;maniler;;;;;;;;;;;x
b_mapun;Mapun;Mapun;Mapun;;Mapun;;;;;;;;;x
b_mapun_adj;Mapunian;;mapuner;;;;;;;;;;;x
b_marinduque;Marinduque;Marinduque;Marinduque;;Marinduque;;;;;;;;;x
b_marinduque_adj;Marinduquean;;marinduqer;;;;;;;;;;;x
b_masbate;Masbate;Masbate;Masbate;;Masbate;;;;;;;;;x
b_masbate_adj;Masbatean;;masbater;;;;;;;;;;;x
b_narra;Narra;Narra;Narra;;Narra;;;;;;;;;x
b_narra_adj;Narran;;narrer;;;;;;;;;;;x
b_olongapo;Olongapo;Olongapo;Olongapo;;Olongapo;;;;;;;;;x
b_olongapo_adj;Olongapian;;olongaper;;;;;;;;;;;x
b_paluan;Paluan;Paluan;Paluan;;Paluan;;;;;;;;;x
b_paluan_adj;Paluanian;;paluaner;;;;;;;;;;;x
b_paranas;Paranas;Paranas;Paranas;;Paranas;;;;;;;;;x
b_paranas_adj;Paranasian;;paranaser;;;;;;;;;;;x
b_puerto_princesa;Puerto Princesa;Puerto Princesa;Puerto Princesa;;Puerto Princesa;;;;;;;;;x
b_puerto_princesa_adj;Puerto Princesan;;Puerto Princeser;;;;;;;;;;;x
b_roxas;Roxas;Roxas;Roxas;;Roxas;;;;;;;;;x
b_roxas_adj;Roxasian;;roxaser;;;;;;;;;;;x
b_san_fernando;San Fernando;San Fernando;San Fernando;;San Fernando;;;;;;;;;x
b_san_fernando_adj;San Fernandian;;San Fernander;;;;;;;;;;;x
b_san_jose;San Jose;San Jose;San Jose;;San Jose;;;;;;;;;x
b_san_jose_adj;San Josean;;San Joser;;;;;;;;;;;x
b_san_vicente;San Vicente;San Vicente;San Vicente;;San Vicente;;;;;;;;;x
b_san_vicente_adj;San Vicentean;;San Vicenter;;;;;;;;;;;x
b_santiago_3;Santiago_3;Santiago_3;Santiago_3;;Santiago_3;;;;;;;;;x
b_santiago_3_adj;Santiago_3ian;;santiago_3er;;;;;;;;;;;x
b_semirara;Semirara;Semirara;Semirara;;Semirara;;;;;;;;;x
b_semirara_adj;Semiraran;;semirarer;;;;;;;;;;;x
b_sibay;Sibay;Sibay;Sibay;;Sibay;;;;;;;;;x
b_sibay_adj;Sibaian;;sibaer;;;;;;;;;;;x
b_uyugan;Uyugan;Uyugan;Uyugan;;Uyugan;;;;;;;;;x
b_uyugan_adj;Uyuganian;;uyuganer;;;;;;;;;;;x
b_victoria;Victoria;Victoria;Victoria;;Victoria;;;;;;;;;x
b_victoria_adj;Victorian;;victorer;;;;;;;;;;;x
